index,paths,label,bbox,width,height,dataset
1411,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/FT720P_id1_s0_30.png,1,"[{'id': 0, 'bbox': (91, 99, 261, 261), 'score': [0.9489411115646362], 'center': (221, 229)}]",439,439,LCC_FASD
1904,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/31.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (183, 720, 663, 663), 'score': [0.9001091718673706], 'center': (514, 1051)}]",1080,2400,liveness-detection-zalo-2022
131,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/FT720P_G780_REDMI4X_id3_s0_60.png,0,"[{'id': 0, 'bbox': (34, 51, 148, 148), 'score': [0.8957236409187317], 'center': (108, 125)}]",211,211,LCC_FASD
117,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_5092.png,0,"[{'id': 0, 'bbox': (132, 92, 318, 318), 'score': [0.9238858222961426], 'center': (291, 251)}]",486,486,LCC_FASD
576,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id50_s0_178.png,1,"[{'id': 0, 'bbox': (204, 195, 509, 509), 'score': [0.9171862006187439], 'center': (458, 449)}]",883,883,LCC_FASD
2175,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1318.mp4/output_0002.jpg,0,"[{'id': 0, 'bbox': (11, 254, 445, 445), 'score': [0.8186661005020142], 'center': (233, 476)}]",480,852,liveness-detection-zalo-2022
358,kaggle_datasets/liveness-detection-zalo-2022/train/frames/780.mp4/output_0003.jpg,0,"[{'id': 0, 'bbox': (211, 494, 715, 715), 'score': [0.8521224856376648], 'center': (568, 851)}]",1080,1920,liveness-detection-zalo-2022
1397,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_5351.png,0,"[{'id': 0, 'bbox': (48, 67, 207, 207), 'score': [0.8806735873222351], 'center': (151, 170)}]",275,275,LCC_FASD
523,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_AEEX2511G323A_IPHONE6SF_id33_s1_145.png,0,"[{'id': 0, 'bbox': (95, 249, 499, 499), 'score': [0.7268354892730713], 'center': (344, 498)}]",840,840,LCC_FASD
1908,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_3082.png,0,"[{'id': 0, 'bbox': (88, 80, 200, 200), 'score': [0.8900760412216187], 'center': (188, 180)}]",336,336,LCC_FASD
2224,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/FT720P_NEC90GX2_ZC554KL_id7_s0_120.png,0,"[{'id': 0, 'bbox': (51, 74, 277, 277), 'score': [0.8985578417778015], 'center': (189, 212)}]",355,355,LCC_FASD
2713,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1479.mp4/output_0003.jpg,0,"[{'id': 0, 'bbox': (137, 305, 271, 271), 'score': [0.6495605111122131], 'center': (272, 440)}]",480,852,liveness-detection-zalo-2022
1265,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/real_272.png,1,"[{'id': 0, 'bbox': (98, 147, 383, 383), 'score': [0.8956952691078186], 'center': (289, 338)}]",575,575,LCC_FASD
2540,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_MBP1314_IPHONE8F_id45_s0_90.png,0,"[{'id': 0, 'bbox': (33, 58, 178, 178), 'score': [0.7849360108375549], 'center': (122, 147)}]",268,268,LCC_FASD
1153,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1824.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (309, 307, 319, 319), 'score': [0.8000504374504089], 'center': (468, 466)}]",1080,1920,liveness-detection-zalo-2022
1458,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/12.mp4/output_0007.jpg,1,"[{'id': 0, 'bbox': (177, 722, 652, 652), 'score': [0.9288604259490967], 'center': (503, 1048)}]",1080,2160,liveness-detection-zalo-2022
2635,kaggle_datasets/liveness-detection-zalo-2022/train/frames/582.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (117, 307, 214, 214), 'score': [0.8802730441093445], 'center': (224, 414)}]",480,854,liveness-detection-zalo-2022
1643,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_5576.png,0,"[{'id': 0, 'bbox': (74, 87, 226, 226), 'score': [0.8756415843963623], 'center': (187, 200)}, {'id': 1, 'bbox': (240, 126, 88, 88), 'score': [0.5525927543640137], 'center': (284, 170)}]",346,346,LCC_FASD
1674,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/20.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (126, 168, 126, 126), 'score': [0.9248952865600586], 'center': (189, 231)}]",360,480,liveness-detection-zalo-2022
1132,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_4199.png,0,"[{'id': 0, 'bbox': (73, 84, 261, 261), 'score': [0.8502159714698792], 'center': (203, 214)}]",405,405,LCC_FASD
200,kaggle_datasets/antispoofing-replay-dataset/frames/0001ffba3c--62ec773002bd766f640a8f89/output_0006.jpg,0,"[{'id': 0, 'bbox': (318, 693, 395, 395), 'score': [0.8378558158874512], 'center': (515, 890)}]",1080,1920,antispoofing-replay-dataset
2763,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_7505.png,0,"[{'id': 0, 'bbox': (96, 101, 306, 306), 'score': [0.8997789621353149], 'center': (249, 254)}]",469,469,LCC_FASD
431,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1611.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (93, 314, 304, 304), 'score': [0.8123103380203247], 'center': (245, 466)}]",480,852,liveness-detection-zalo-2022
961,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXU_SMG955U_S0_id47_s0_136.png,0,"[{'id': 0, 'bbox': (352, 308, 750, 750), 'score': [0.8943343162536621], 'center': (727, 683)}]",1205,1205,LCC_FASD
1882,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1222.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (593, 1379, 1265, 1264), 'score': [0.7465879917144775], 'center': (1225, 2011)}]",2160,3840,liveness-detection-zalo-2022
540,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1644.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (167, 606, 764, 764), 'score': [0.779577374458313], 'center': (549, 988)}]",1080,1920,liveness-detection-zalo-2022
1147,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_BQEW2730_IPHONE5F_id33_s1_30.png,0,"[{'id': 0, 'bbox': (177, 219, 541, 541), 'score': [0.9173182249069214], 'center': (447, 489)}]",894,894,LCC_FASD
1958,kaggle_datasets/liveness-detection-zalo-2022/train/frames/372.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (175, 648, 590, 590), 'score': [0.8038516640663147], 'center': (470, 943)}]",1080,1920,liveness-detection-zalo-2022
2736,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_4755.png,0,"[{'id': 0, 'bbox': (66, 82, 189, 189), 'score': [0.8992348909378052], 'center': (160, 176)}]",313,313,LCC_FASD
310,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/19.mp4/output_0009.jpg,0,"[{'id': 0, 'bbox': (387, 809, 338, 338), 'score': [0.9111619591712952], 'center': (556, 978)}]",1080,1920,liveness-detection-zalo-2022
132,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_5106.png,0,"[{'id': 0, 'bbox': (106, 112, 329, 329), 'score': [0.9146056175231934], 'center': (270, 276)}]",521,521,LCC_FASD
2811,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_HP620_IPHONE4_id44_s0_45.png,0,"[{'id': 0, 'bbox': (93, 84, 241, 241), 'score': [0.9218184947967529], 'center': (213, 204)}]",378,378,LCC_FASD
966,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/45.mp4/output_0013.jpg,0,"[{'id': 0, 'bbox': (116, 934, 903, 903), 'score': [0.9167436957359314], 'center': (567, 1385)}]",1080,1920,liveness-detection-zalo-2022
236,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_2611.png,0,"[{'id': 0, 'bbox': (72, 99, 322, 322), 'score': [0.8855992555618286], 'center': (233, 260)}]",451,451,LCC_FASD
896,kaggle_datasets/liveness-detection-zalo-2022/train/frames/93.mp4/output_0005.jpg,0,"[{'id': 0, 'bbox': (-3, 677, 746, 746), 'score': [0.6709653735160828], 'center': (370, 1050)}]",1080,1920,liveness-detection-zalo-2022
1693,kaggle_datasets/liveness-detection-zalo-2022/train/frames/290.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (315, 419, 540, 540), 'score': [0.7921304702758789], 'center': (585, 689)}]",1080,1920,liveness-detection-zalo-2022
296,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXB_SMG955U_id105_s0_75.png,0,"[{'id': 0, 'bbox': (89, 94, 256, 256), 'score': [0.8976899981498718], 'center': (217, 222)}]",398,398,LCC_FASD
3362,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_LGFUNKNOWN_SGS3GTI9300_id47_s2_150.png,0,"[{'id': 0, 'bbox': (103, 131, 331, 331), 'score': [0.9071652889251709], 'center': (268, 296)}]",534,534,LCC_FASD
964,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id90_s0_150.png,1,"[{'id': 0, 'bbox': (129, 184, 469, 469), 'score': [0.9009384512901306], 'center': (363, 418)}]",721,721,LCC_FASD
1270,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/real_276.png,1,"[{'id': 0, 'bbox': (147, 182, 523, 523), 'score': [0.9049007296562195], 'center': (408, 443)}]",782,782,LCC_FASD
56,kaggle_datasets/antispoofing-replay-dataset/frames/0001ffba3c--6288edb3dfbf29134f7c3012/output_0011.jpg,0,"[{'id': 0, 'bbox': (211, 361, 629, 629), 'score': [0.932303249835968], 'center': (525, 675)}]",1080,1920,antispoofing-replay-dataset
261,kaggle_datasets/replay-attack-mobile-dataset-ibeta-1/frames/20241126_024646.mp4/output_0019.jpg,0,"[{'id': 0, 'bbox': (-234, 1254, 2470, 2470), 'score': [0.9274752140045166], 'center': (1001, 2489)}]",2160,3840,replay-attack-mobile-dataset-ibeta-1
2740,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_4759.png,0,"[{'id': 0, 'bbox': (109, 102, 330, 329), 'score': [0.910760223865509], 'center': (274, 266)}]",475,475,LCC_FASD
586,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXU_MOTOMC_S0_id47_s2_85.png,0,"[{'id': 0, 'bbox': (111, 137, 378, 378), 'score': [0.9177399277687073], 'center': (300, 326)}]",588,588,LCC_FASD
1302,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1056.mp4/output_0005.jpg,0,"[{'id': 0, 'bbox': (106, 295, 343, 343), 'score': [0.9177117943763733], 'center': (277, 466)}]",480,852,liveness-detection-zalo-2022
1980,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1250.mp4/output_0002.jpg,0,"[{'id': 0, 'bbox': (109, 208, 471, 471), 'score': [0.7554354667663574], 'center': (344, 443)}]",720,1280,liveness-detection-zalo-2022
1237,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/real_244.png,1,"[{'id': 0, 'bbox': (86, 137, 332, 332), 'score': [0.8949132561683655], 'center': (252, 303)}]",485,485,LCC_FASD
1464,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_5413.png,0,"[{'id': 0, 'bbox': (26, 33, 102, 102), 'score': [0.7734196782112122], 'center': (77, 84)}]",143,143,LCC_FASD
2767,kaggle_datasets/liveness-detection-zalo-2022/train/frames/624.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (332, 721, 527, 527), 'score': [0.8174086213111877], 'center': (595, 984)}]",1080,1920,liveness-detection-zalo-2022
1901,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1230.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (31, 362, 418, 418), 'score': [0.8887582421302795], 'center': (240, 571)}]",480,854,liveness-detection-zalo-2022
2195,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_608.png,0,"[{'id': 0, 'bbox': (83, 135, 485, 485), 'score': [0.7316182255744934], 'center': (325, 377)}]",650,650,LCC_FASD
2802,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_HP620_IPHONE4_id44_s0_90.png,0,"[{'id': 0, 'bbox': (86, 99, 248, 248), 'score': [0.9396997690200806], 'center': (210, 223)}]",420,420,LCC_FASD
405,kaggle_datasets/liveness-detection-zalo-2022/train/frames/792.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (133, 293, 210, 210), 'score': [0.8320686221122742], 'center': (238, 398)}]",480,854,liveness-detection-zalo-2022
1714,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id109_s0_90.png,1,"[{'id': 0, 'bbox': (71, 110, 288, 288), 'score': [0.9438445568084717], 'center': (215, 254)}]",453,453,LCC_FASD
3728,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_MBA1315_SMG955U_S1_id82_s0_60.png,0,"[{'id': 0, 'bbox': (109, 110, 314, 314), 'score': [0.8766393065452576], 'center': (266, 267)}]",494,494,LCC_FASD
2086,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/4.mp4/output_0006.jpg,1,"[{'id': 0, 'bbox': (412, 711, 417, 417), 'score': [0.641083836555481], 'center': (620, 919)}]",1440,1440,liveness-detection-zalo-2022
165,kaggle_datasets/liveness-detection-zalo-2022/train/frames/72.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (196, 710, 748, 747), 'score': [0.8457674980163574], 'center': (570, 1083)}]",1080,1920,liveness-detection-zalo-2022
2505,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_DP2717H_HTCONEM9_id56_s1_75.png,0,"[{'id': 0, 'bbox': (111, 147, 326, 326), 'score': [0.9131577014923096], 'center': (274, 310)}]",534,534,LCC_FASD
423,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id40_s0_90.png,1,"[{'id': 0, 'bbox': (171, 174, 544, 544), 'score': [0.9216437935829163], 'center': (443, 446)}]",860,860,LCC_FASD
1358,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/real_75.png,1,"[{'id': 0, 'bbox': (52, 96, 334, 334), 'score': [0.9061487913131714], 'center': (219, 263)}]",424,424,LCC_FASD
2614,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_HP15AC113UR_GZS5001_id56_s1_15.png,0,"[{'id': 0, 'bbox': (73, 116, 282, 282), 'score': [0.9026311635971069], 'center': (214, 257)}]",438,438,LCC_FASD
2600,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_1983.png,0,"[{'id': 0, 'bbox': (211, 234, 620, 620), 'score': [0.9242759943008423], 'center': (521, 544)}]",956,956,LCC_FASD
868,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id79_s0_15.png,1,"[{'id': 0, 'bbox': (111, 140, 367, 367), 'score': [0.8945870399475098], 'center': (294, 323)}]",586,586,LCC_FASD
2165,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/43.mp4/output_0016.jpg,1,"[{'id': 0, 'bbox': (164, 762, 620, 620), 'score': [0.9391716718673706], 'center': (474, 1072)}]",1080,1920,liveness-detection-zalo-2022
1692,kaggle_datasets/liveness-detection-zalo-2022/train/frames/290.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (257, 438, 549, 549), 'score': [0.7948155999183655], 'center': (531, 712)}]",1080,1920,liveness-detection-zalo-2022
1870,kaggle_datasets/liveness-detection-zalo-2022/train/frames/122.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (440, 142, 391, 391), 'score': [0.8459914922714233], 'center': (635, 337)}]",1080,1920,liveness-detection-zalo-2022
605,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_3719.png,0,"[{'id': 0, 'bbox': (164, 206, 470, 470), 'score': [0.8891885876655579], 'center': (399, 441)}]",776,776,LCC_FASD
2536,kaggle_datasets/liveness-detection-zalo-2022/train/frames/143.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (267, 368, 532, 532), 'score': [0.8772802352905273], 'center': (533, 634)}]",1080,1920,liveness-detection-zalo-2022
870,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id79_s0_30.png,1,"[{'id': 0, 'bbox': (103, 146, 366, 366), 'score': [0.9059652090072632], 'center': (286, 329)}]",606,606,LCC_FASD
453,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXU_IPHONE7F_id28_s0_15.png,0,"[{'id': 0, 'bbox': (95, 133, 421, 421), 'score': [0.9291146993637085], 'center': (305, 343)}]",663,663,LCC_FASD
54,kaggle_datasets/macbook-attacks/attacks/frames/14.MOV/output_0008.jpg,0,"[{'id': 0, 'bbox': (185, 628, 595, 595), 'score': [0.8859280943870544], 'center': (482, 925)}]",1080,1920,macbook-attacks
903,kaggle_datasets/liveness-detection-zalo-2022/train/frames/936.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (559, 596, 935, 935), 'score': [0.9155558943748474], 'center': (1026, 1063)}]",2160,3840,liveness-detection-zalo-2022
1016,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1777.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (75, 294, 298, 298), 'score': [0.8038092255592346], 'center': (224, 443)}]",480,852,liveness-detection-zalo-2022
1986,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/FT720P_MBP1314_IPHONE8F_id1_s1_60.png,0,"[{'id': 0, 'bbox': (74, 156, 405, 405), 'score': [0.9188067317008972], 'center': (276, 358)}]",546,546,LCC_FASD
2228,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1331.mp4/output_0005.jpg,0,"[{'id': 0, 'bbox': (78, 374, 267, 267), 'score': [0.8075382709503174], 'center': (211, 507)}]",480,852,liveness-detection-zalo-2022
2110,kaggle_datasets/liveness-detection-zalo-2022/train/frames/422.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (42, 286, 250, 250), 'score': [0.8854208588600159], 'center': (167, 411)}]",384,852,liveness-detection-zalo-2022
2394,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_4442.png,0,"[{'id': 0, 'bbox': (77, 110, 312, 312), 'score': [0.8274270296096802], 'center': (233, 266)}]",450,450,LCC_FASD
513,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_3634.png,0,"[{'id': 0, 'bbox': (190, 244, 648, 648), 'score': [0.8895472884178162], 'center': (514, 568)}]",973,973,LCC_FASD
306,kaggle_datasets/liveness-detection-zalo-2022/train/frames/76.mp4/output_0001.jpg,0,"[{'id': 0, 'bbox': (17, 154, 491, 491), 'score': [0.8717301487922668], 'center': (262, 399)}]",480,854,liveness-detection-zalo-2022
911,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1743.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (237, 604, 475, 475), 'score': [0.8342697024345398], 'center': (474, 841)}]",720,1280,liveness-detection-zalo-2022
578,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/29.mp4/output_0010.jpg,0,"[{'id': 0, 'bbox': (326, 860, 779, 778), 'score': [0.9039297103881836], 'center': (715, 1249)}]",1080,1920,liveness-detection-zalo-2022
1931,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1236.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (181, 619, 419, 419), 'score': [0.8319258093833923], 'center': (390, 828)}]",720,1280,liveness-detection-zalo-2022
658,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_6493.png,0,"[{'id': 0, 'bbox': (69, 102, 274, 274), 'score': [0.908737063407898], 'center': (206, 239)}]",392,392,LCC_FASD
1589,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_2762.png,0,"[{'id': 0, 'bbox': (130, 158, 389, 389), 'score': [0.8799612522125244], 'center': (324, 352)}]",640,640,LCC_FASD
2762,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_HP3165NGW_IPADA1893_id41_s1_15.png,0,"[{'id': 0, 'bbox': (115, 110, 300, 300), 'score': [0.9363689422607422], 'center': (265, 260)}]",515,515,LCC_FASD
1797,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1202.mp4/output_0004.jpg,0,"[{'id': 0, 'bbox': (333, 1100, 602, 602), 'score': [0.7417942881584167], 'center': (634, 1401)}]",1080,1920,liveness-detection-zalo-2022
424,kaggle_datasets/replay-attack-mobile-dataset-ibeta-1/frames/20241126_024942.mp4/output_0022.jpg,0,"[{'id': 0, 'bbox': (-518, 723, 3209, 3209), 'score': [0.7898956537246704], 'center': (1086, 2327)}]",2160,3840,replay-attack-mobile-dataset-ibeta-1
1602,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/REDMI3_id123_s0_60.png,1,"[{'id': 0, 'bbox': (143, 175, 516, 516), 'score': [0.8941649794578552], 'center': (401, 433)}]",778,778,LCC_FASD
2047,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_5945.png,0,"[{'id': 0, 'bbox': (74, 102, 302, 302), 'score': [0.7502357363700867], 'center': (225, 253)}]",444,444,LCC_FASD
1569,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/16.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (125, 642, 809, 809), 'score': [0.9280707836151123], 'center': (529, 1046)}]",1080,1920,liveness-detection-zalo-2022
22,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1489.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (290, 754, 479, 479), 'score': [0.8552587032318115], 'center': (529, 993)}]",1080,1920,liveness-detection-zalo-2022
114,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/FT720P_G780_REDMI4X_id1_s1_79.png,0,"[{'id': 0, 'bbox': (30, 58, 159, 159), 'score': [0.9031511545181274], 'center': (109, 137)}]",214,214,LCC_FASD
2254,kaggle_datasets/liveness-detection-zalo-2022/train/frames/461.mp4/output_0001.jpg,0,"[{'id': 0, 'bbox': (243, 665, 667, 667), 'score': [0.832784116268158], 'center': (576, 998)}]",1080,1920,liveness-detection-zalo-2022
1746,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1185.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (401, 741, 399, 399), 'score': [0.8851825594902039], 'center': (600, 940)}]",1080,1920,liveness-detection-zalo-2022
2301,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/49.mp4/output_0009.jpg,1,"[{'id': 0, 'bbox': (101, 227, 162, 162), 'score': [0.948712944984436], 'center': (182, 308)}]",360,480,liveness-detection-zalo-2022
1822,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/FT720P_MBP1314_IPHONE7B_id7_s0_45.png,0,"[{'id': 0, 'bbox': (60, 94, 399, 399), 'score': [0.8984360694885254], 'center': (259, 293)}]",489,489,LCC_FASD
763,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_AK73S_REDMI3S_id50_s0_16.png,0,"[{'id': 0, 'bbox': (88, 120, 309, 309), 'score': [0.8451513648033142], 'center': (242, 274)}]",480,480,LCC_FASD
1109,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_4178.png,0,"[{'id': 0, 'bbox': (119, 150, 386, 386), 'score': [0.9282980561256409], 'center': (312, 343)}]",590,590,LCC_FASD
662,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id58_s0_90.png,1,"[{'id': 0, 'bbox': (95, 126, 355, 355), 'score': [0.8966814875602722], 'center': (272, 303)}]",533,533,LCC_FASD
407,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1606.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (548, 653, 1023, 1023), 'score': [0.7326112985610962], 'center': (1059, 1164)}]",2160,3840,liveness-detection-zalo-2022
876,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/41.mp4/output_0022.jpg,0,"[{'id': 0, 'bbox': (131, 195, 129, 129), 'score': [0.9483780860900879], 'center': (195, 259)}]",360,480,liveness-detection-zalo-2022
970,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id91_s0_15.png,1,"[{'id': 0, 'bbox': (132, 170, 494, 494), 'score': [0.9346498847007751], 'center': (379, 417)}]",786,786,LCC_FASD
2804,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_7542.png,0,"[{'id': 0, 'bbox': (61, 86, 283, 283), 'score': [0.91358482837677], 'center': (202, 227)}]",380,380,LCC_FASD
279,kaggle_datasets/liveness-detection-zalo-2022/train/frames/753.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (333, 627, 498, 498), 'score': [0.8707038164138794], 'center': (582, 876)}]",1080,1920,liveness-detection-zalo-2022
372,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1596.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (100, 230, 298, 298), 'score': [0.8154855370521545], 'center': (249, 379)}]",480,854,liveness-detection-zalo-2022
2576,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_MBP1314_IPHONE8F_id47_s3_105.png,0,"[{'id': 0, 'bbox': (82, 141, 411, 411), 'score': [0.9512709975242615], 'center': (287, 346)}]",653,653,LCC_FASD
1758,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXB_SMG955U_id53_s0_137.png,0,"[{'id': 0, 'bbox': (78, 102, 278, 278), 'score': [0.9497107267379761], 'center': (217, 241)}]",454,454,LCC_FASD
1615,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/18.mp4/output_0021.jpg,1,"[{'id': 0, 'bbox': (76, 179, 156, 156), 'score': [0.8282644748687744], 'center': (154, 257)}]",360,480,liveness-detection-zalo-2022
861,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1729.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (701, 273, 439, 439), 'score': [0.8562412261962891], 'center': (920, 492)}]",1920,1080,liveness-detection-zalo-2022
774,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXU_MOTOMC_S1_id47_s0_128.png,0,"[{'id': 0, 'bbox': (38, 117, 341, 341), 'score': [0.9450323581695557], 'center': (208, 287)}]",519,519,LCC_FASD
636,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id55_s0_47.png,1,"[{'id': 0, 'bbox': (201, 271, 621, 621), 'score': [0.9001963138580322], 'center': (511, 581)}]",1048,1048,LCC_FASD
664,kaggle_datasets/liveness-detection-zalo-2022/train/frames/858.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (182, 452, 328, 328), 'score': [0.8201171159744263], 'center': (346, 616)}]",720,1280,liveness-detection-zalo-2022
